bgg_id,mechanic
30582,"Targeted Clues, Storytelling"
30583,"Dice Rolling, Pattern Building, Memory"
30618,Paper-and-Pencil
30640,Dice Rolling
30641,"Area Majority / Influence, Hand Management, Set Collection"
30645,"Area Majority / Influence, Auction/Bidding, Negotiation, Variable Player Powers, Catch the Leader"
30658,"Area Majority / Influence, Variable Phase Order, Worker Placement"
30662,"Area Majority / Influence, Tile Placement"
30684,Simulation
30706,"Real-Time, Dexterity"
30723,Memory
30741,Hand Management
30760,Point to Point Movement
30771,"Stock Holding, Network and Route Building, Simulation"
30795,"Dice Rolling, Simulation, Measurement Movement"
30804,"Dice Rolling, Action Points, Push Your Luck, Variable Player Powers, Variable Phase Order"
30820,Grid Movement
30838,Trick-taking
30852,Hand Management
30869,"Set Collection, Point to Point Movement, Time Track"
30878,Area Majority / Influence
30879,"Hand Management, Point to Point Movement, Deduction, Secret Unit Deployment, Hidden Movement"
30896,"Set Collection, Drafting"
30932,"Auction/Bidding, Simultaneous Action Selection, Set Collection, Betting and Bluffing"
30933,"Hand Management, Variable Player Powers, Player Elimination, Deduction, Betting and Bluffing, Take That, Team-Based Game, Hidden Roles"
30945,"Dice Rolling, Hexagon Grid"
30947,Set Collection
30951,"Dice Rolling, Memory"
30952,"Auction/Bidding, Hand Management, Drafting"
30957,"Auction/Bidding, Hand Management, Set Collection, Sudden Death Ending, Worker Placement, Drafting"
30958,"Simultaneous Action Selection, Simulation"
30991,"Dice Rolling, Hand Management, Variable Player Powers"
31016,"Hand Management, Player Elimination, Memory, Take That, Physical"
31021,Dexterity
31053,"Dice Rolling, Race, Variable Set-up, Variable Player Powers, Scenario / Mission / Campaign Game, Pick-up and Deliver, Measurement Movement"
31056,"Dice Rolling, Variable Player Powers, Player Elimination, Dexterity"
31057,"Set Collection, Drafting"
31066,"Tile Placement, Team-Based Game"
31067,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Chit-Pull System"
31068,Drafting
31069,Drafting
31070,"Set Collection, Voting"
31074,Campaign / Battle Card Driven
31075,"Area Majority / Influence, Network and Route Building"
31105,"Set Collection, Market, Push Your Luck, Drafting"
31111,"Hand Management, Tile Placement, Pattern Building, Pattern Recognition"
31117,"Area Majority / Influence, Pattern Building"
31133,"Hexagon Grid, Tile Placement, Race, Variable Set-up, Bias, Grid Movement, Resource to Move"
31138,"Hand Management, Tile Placement, Action Points, Variable Player Powers, Role Playing, Variable Phase Order, Team-Based Game"
31159,"Set Collection, Trading, Push Your Luck"
31198,"Simulation, Area Movement"
31216,Drafting
31235,Drafting
31260,"Hand Management, Enclosure, Variable Player Powers, Increase Value of Unchosen Resources, Solo / Solitaire Game, Worker Placement, Drafting, TableauBuilding, Advantage Token, Automatic Resource Growth"
31271,Point to Point Movement
31274,"Set Collection, Memory"
31291,"Dice Rolling, Movement Points, Simulation, Area Movement, Campaign / Battle Card Driven"
31294,"Hand Management, Drafting"
31302,"Dice Rolling, Simulation"
31315,"Drafting, Storytelling"
31335,"Area Majority / Influence, Auction/Bidding, Simultaneous Action Selection"
31336,"Dice Rolling, Role Playing"
31358,Square Grid
31360,"Dice Rolling, Memory"
31361,Hexagon Grid
31378,"Dice Rolling, Hexagon Grid, Simulation, Secret Unit Deployment"
31380,"Simultaneous Action Selection, Role Playing, Simulation, Drafting"
31401,Drafting
31410,"Set Collection, Tile Placement, Modular Board"
31412,"Dice Rolling, Modular Board, Cooperative Game"
31421,"Dice Rolling, Modular Board, Variable Player Powers"
31443,"Dice Rolling, Hexagon Grid, Simulation, Campaign / Battle Card Driven"
31449,"Tile Placement, Pattern Building, Grid Movement"
31453,Grid Movement
31454,"Deduction, Secret Unit Deployment"
31479,"Pattern Building, Real-Time"
31481,"Dice Rolling, Tile Placement, Events, Team-Based Game, Real-Time, Track Movement, Relative Movement"
31483,"Auction/Bidding, Commodity Speculation, TableauBuilding"
31497,"Area Majority / Influence, Tile Placement"
31503,Simultaneous Action Selection
31506,"Trick-taking, Betting and Bluffing"
31512,"Hand Management, Set Collection"
31516,"Dice Rolling, Variable Player Powers, Area Movement"
31527,"Dice Rolling, Modular Board, Roll / Spin and Move"
31542,"Dice Rolling, Scenario / Mission / Campaign Game, Simulation, Line of Sight, Measurement Movement"
31545,"Deduction, Betting and Bluffing"
31547,"Dice Rolling, Hand Management, Variable Player Powers"
31552,"Simultaneous Action Selection, Action Queue, Player Elimination, Simulation"
31553,"Hexagon Grid, Ratio / Combat Results Table, Zone of Control"
31554,"Dice Rolling, Area Movement"
31556,Hexagon Grid
31557,"Dice Rolling, Hexagon Grid"
31558,"Hexagon Grid, Simulation"
31561,Hand Management
31563,"Hand Management, Point to Point Movement, Variable Player Powers, Team-Based Game"
31575,"Area Majority / Influence, Area Movement, Physical"
31585,"Dice Rolling, Hexagon Grid"
31586,"Dice Rolling, Hexagon Grid, Variable Player Powers, Team-Based Game, Pick-up and Deliver"
31594,"Hand Management, Events, Action Drafting"
31604,Hexagon Grid
31605,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation, Variable Phase Order, Ratio / Combat Results Table"
31612,"Auction/Bidding, Set Collection, Betting and Bluffing"
31621,Area Majority / Influence
31623,"Dice Rolling, Campaign / Battle Card Driven"
31624,"Auction/Bidding, Pick-up and Deliver"
31627,"Hand Management, Set Collection, Network and Route Building, Drafting"
31697,"Dice Rolling, Hexagon Grid, Grid Movement, Movement Points, Simulation, Variable Phase Order"
31711,"Pattern Building, Point to Point Movement"
31715,"Pattern Recognition, Memory"
31722,"Auction/Bidding, Tile Placement, Stock Holding, Network and Route Building"
31730,"Auction/Bidding, Stock Holding, Network and Route Building, Ownership"
31745,"Area Majority / Influence, Area Movement"
31759,"Dice Rolling, Hexagon Grid, Variable Player Powers"
31764,Simultaneous Action Selection
31770,"Hand Management, Point to Point Movement, Roll / Spin and Move"
31790,"Dice Rolling, Hand Management, Point to Point Movement, Simulation, Campaign / Battle Card Driven, Drafting"
31794,Hexagon Grid
31797,"Variable Player Powers, Role Playing, Storytelling"
31800,"Dice Rolling, Area Movement, Campaign / Battle Card Driven"
31803,"Area Majority / Influence, Modular Board"
31808,"Hand Management, Set Collection, Take That"
31820,Drafting
31821,"Hand Management, Betting and Bluffing, Team-Based Game"
31822,Hand Management
31846,"Area Majority / Influence, Area Movement"
31848,"Auction/Bidding, Dice Rolling, Set Collection, Stock Holding, Roll / Spin and Move"
31853,"Hexagon Grid, Square Grid, Deduction"
31858,"Tile Placement, Pattern Building, Pattern Recognition"
31887,Modular Board
31897,"Dice Rolling, Trading"
31909,"Deduction, Pick-up and Deliver"
31920,"Dice Rolling, Trading, Variable Player Powers, Take That"
31926,Tile Placement
31935,Dice Rolling
31936,Dice Rolling
31954,"Dice Rolling, Hexagon Grid, Simulation, Ratio / Combat Results Table, Chit-Pull System, Zone of Control"
31968,Grid Movement
31971,"Hand Management, Drafting"
31999,"Grid Movement, Map Reduction"
32002,"Area Majority / Influence, Hand Management, Simultaneous Action Selection, Action Points, Variable Player Powers, Voting, Take That, Campaign / Battle Card Driven, Action/Event"
32004,"Tile Placement, Point to Point Movement"
32014,"Area Majority / Influence, Action Points"
32016,"Hand Management, Relative Movement"
32025,Tile Placement
32031,"Variable Player Powers, Team-Based Game"
32032,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move"
32047,Variable Player Powers
32048,"Player Elimination, Real-Time, Dexterity"
32086,"Dice Rolling, Simulation, Area Movement"
32107,"Action Timer, Line Drawing, Physical"
32109,"Cooperative Game, Physical"
32114,"Hand Management, Set Collection, Stock Holding, Trading"
32116,"Dice Rolling, Set Collection, Drafting"
32124,"Modular Board, Memory"
32125,"Auction/Bidding, Betting and Bluffing, Secret Unit Deployment"
32129,Dexterity
32143,"Hand Management, Set Collection, Tile Placement, Action Points, Variable Player Powers, Memory"
32146,"Modular Board, Take That"
32150,"Dice Rolling, Secret Unit Deployment"
32154,Tile Placement
32161,"Auction/Bidding, Hand Management, Drafting"
32164,"Hand Management, Set Collection, Stock Holding"
32165,"Set Collection, Modular Board, Grid Movement, Commodity Speculation"
32171,"Deduction, Betting and Bluffing, Physical"
32187,Memory
32194,Area Majority / Influence
32224,"Tile Placement, Area Movement"
32226,"Dice Rolling, Set Collection"
32236,"Dice Rolling, Set Collection, Roll / Spin and Move"
32245,"Auction/Bidding, Hand Management, Set Collection, Negotiation, Trading, Roll / Spin and Move, Track Movement"
32253,"Area Majority / Influence, Dice Rolling"
32260,"Set Collection, Tile Placement"
32264,"Auction/Bidding, Set Collection, Negotiation, Trading, Roll / Spin and Move"
32280,Roll / Spin and Move
32288,"Auction/Bidding, Hand Management, Betting and Bluffing, Team-Based Game, Ladder Climbing"
32324,"Dice Rolling, Hexagon Grid"
32327,Hexagon Grid
32330,"Dice Rolling, Hexagon Grid, Grid Movement, Simulation"
32333,Team-Based Game
32337,"Dice Rolling, Team-Based Game"
32341,"Pattern Recognition, Real-Time, Dexterity"
32346,"Hand Management, Team-Based Game, Drafting"
32361,"Dice Rolling, Variable Player Powers, Campaign / Battle Card Driven"
32365,"Hexagon Grid, Secret Unit Deployment"
32369,Betting and Bluffing
32382,"Area Majority / Influence, Modular Board, Network and Route Building"
32405,"Memory, Real-Time, Drafting"
32409,"Hand Management, Modular Board, Variable Player Powers"
32410,"Tile Placement, Pattern Recognition"
32412,"Hand Management, Set Collection, Betting and Bluffing"
32414,"Real-Time, Drafting"
32415,"Dice Rolling, Hexagon Grid"
32424,"Auction/Bidding, Tile Placement, Market, Stock Holding, Victory Points as a Resource, Network and Route Building, Ownership, Loans"
32428,Simulation
32429,Memory
32431,"Set Collection, Area Movement"
32441,"Simultaneous Action Selection, Betting and Bluffing"
32444,"Pattern Recognition, Memory"
32450,"Auction/Bidding, Set Collection, Roll / Spin and Move"
32464,"Roll / Spin and Move, Take That"
32465,"Simultaneous Action Selection, Real-Time"
32466,Tile Placement
32469,"Player Elimination, Role Playing, Deduction, Memory"
32471,"Negotiation, Variable Player Powers, Voting, Player Elimination, Deduction, Memory, Team-Based Game, Physical"
32484,"Hand Management, Tile Placement, Take That"
32495,"Dice Rolling, Set Collection, Variable Player Powers, Deduction, Betting and Bluffing, Storytelling"
32598,"Real-Time, Drafting"
32601,"Memory, Dexterity"
32639,"Simultaneous Action Selection, Set Collection, Betting and Bluffing"
32666,"Tile Placement, Market, Negotiation, Trading, Commodity Speculation, Loans"
32670,"Dice Rolling, Hand Management"
32674,"Dice Rolling, Variable Player Powers, Variable Phase Order"
32678,Dice Rolling
32679,Dice Rolling
32680,Dice Rolling
32682,"Dice Rolling, Roll / Spin and Move"
32683,Roll / Spin and Move
32684,"Roll / Spin and Move, Drafting"
32688,Roll / Spin and Move
32740,"Roll / Spin and Move, Simulation"
32742,"Dice Rolling, Trading, Roll / Spin and Move, Memory"
32743,"Deduction, Storytelling"
32751,Hand Management
32784,"Hand Management, Pattern Recognition"
32789,Set Collection
32794,"Team-Based Game, Line Drawing"
32820,Dice Rolling
32821,"Hand Management, Variable Player Powers, Betting and Bluffing, Secret Unit Deployment, Drafting"
32828,"Dice Rolling, Hand Management"
32838,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
32849,Dexterity
32863,"Paper-and-Pencil, Storytelling, Dexterity, Physical"
32885,Pattern Building
32901,"Pattern Recognition, Dexterity"
32907,Hexagon Grid
32922,"Dice Rolling, Tile Placement, Network and Route Building, Point to Point Movement, Push Your Luck, Roll / Spin and Move, Betting and Bluffing"
32928,"Trick-taking, Team-Based Game"
32944,Auction/Bidding
32946,"Hand Management, Trading, Physical"
32968,"Hand Management, Betting and Bluffing, Memory, Drafting"
32969,"Dice Rolling, Point to Point Movement, Area Movement, Deduction, Secret Unit Deployment, Hidden Movement"
32989,"Dice Rolling, Hexagon Grid, Campaign / Battle Card Driven"
32990,"Dice Rolling, Hexagon Grid, Campaign / Battle Card Driven"
32992,"Betting and Bluffing, Secret Unit Deployment"
32993,"Hand Management, Set Collection"
32995,Set Collection
32996,"Area Movement, Physical"
33003,"Dice Rolling, Hexagon Grid, Simulation"
33018,"Area Movement, Area-Impulse"
33023,Roll / Spin and Move
33024,Tile Placement
33030,"Dice Rolling, Hexagon Grid"
33040,"Hand Management, Tile Placement, Variable Player Powers"
33048,"Dice Rolling, Modular Board, Variable Player Powers"
33071,"Dice Rolling, Set Collection, Modular Board"
33077,Area-Impulse
33086,Hexagon Grid
33088,"Modular Board, Connections, Pick-up and Deliver, Drafting"
33107,"Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection, Set Collection, Negotiation, Trading, Area Movement, Betting and Bluffing, Drafting, Order Counters"
33112,"Area Majority / Influence, Dice Rolling, Set Collection, Area Movement, Area-Impulse"
33125,Roll / Spin and Move
33140,"Real-Time, Dexterity"
33150,"Roll / Spin and Move, Paper-and-Pencil, Team-Based Game, Line Drawing, Physical"
33154,"Hand Management, Set Collection, Tile Placement, Pattern Building"
33155,Tile Placement
33156,"Grid Movement, Secret Unit Deployment"
33157,"Variable Player Powers, Commodity Speculation"
33159,"Auction/Bidding, Hand Management, Set Collection"
33160,"Area Majority / Influence, Hand Management, Set Collection, Tech Trees / Tech Tracks, Drafting"
33169,Betting and Bluffing
33172,Tile Placement
33196,"Hand Management, Set Collection, Modular Board"
33198,"Area Majority / Influence, Dice Rolling"
33208,"Voting, Paper-and-Pencil"
33225,"Dice Rolling, Pattern Recognition, Roll / Spin and Move, Paper-and-Pencil"
33259,"Dice Rolling, Simultaneous Action Selection, Hexagon Grid, Simulation"
33288,"Area Majority / Influence, Player Elimination, Simulation, Area Movement, Zone of Control, Area-Impulse, Hidden Victory Points"
33292,Dexterity
33359,"Dice Rolling, Set Collection, Variable Player Powers"
33383,"Dice Rolling, Dexterity"
33406,Deduction
33414,Pattern Recognition
33418,Roll / Spin and Move
33421,"Area Majority / Influence, Dice Rolling, Modular Board, Variable Player Powers, Variable Phase Order, Drafting"
33427,"Hand Management, Set Collection"
33434,"Auction/Bidding, Network and Route Building"
33451,"Hand Management, Variable Player Powers, Player Elimination, Betting and Bluffing"
33468,"Tile Placement, Modular Board, Pick-up and Deliver, Prisoner's Dilemma"
33495,"Memory, Team-Based Game, Communication Limits, Physical"
33497,"Dice Rolling, Simultaneous Action Selection, Hexagon Grid"
33541,"Hexagon Grid, Chit-Pull System"
33569,"Roll / Spin and Move, Cooperative Game"
33595,"Area Majority / Influence, Grid Movement"
33599,"Point to Point Movement, Dexterity"
33604,"Paper-and-Pencil, Betting and Bluffing, Player Judge"
33605,"Action Points, Point to Point Movement, Variable Player Powers, Pick-up and Deliver"
33614,Dice Rolling
33623,Betting and Bluffing
33624,"Dice Rolling, Roll / Spin and Move"
33625,Roll / Spin and Move
33643,"Dice Rolling, Cooperative Game, Deduction"
33646,Dexterity
33664,"Hexagon Grid, Simulation, Chit-Pull System"
33665,Hexagon Grid
33692,"Enclosure, Variable Player Powers, Grid Movement"
33701,"Dice Rolling, Roll / Spin and Move, Team-Based Game"
33723,"Tile Placement, Team-Based Game"
33732,"Auction/Bidding, Simultaneous Action Selection, Commodity Speculation"
